Record_Number,Employment_Type,Prev_Half_Pay,Year,Pred,Answer,Flag,Answer,Answer
100674638,Full Time,22017.68,2018,22560.22852,45120.45703,1,45120.45703,45120.45703
100683558,Full Time,39822.815,2018,39825.61719,79651.23438,1,79651.23438,79651.23438
1006952798,Full Time,15683.885,2018,16012.5332,32025.06641,1,32025.06641,32025.06641
1006959404,Full Time,31159.175,2018,31228.60547,62457.21094,1,62457.21094,62457.21094
100696436,Full Time,12483.89,2018,13036.58594,26073.17188,1,26073.17188,26073.17188
1006994896,Full Time,50131.04,2018,47832.76953,95665.53906,1,95665.53906,95665.53906
100703259,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1007110790,Full Time,27769.89,2018,28154.32813,56308.65625,1,56308.65625,56308.65625
1007452076,Full Time,11318.82,2018,12375.81934,24751.63867,1,24751.63867,24751.63867
1007613418,Full Time,19713.09,2018,20027.01563,40054.03125,1,40054.03125,40054.03125
1007769956,Full Time,32759.33,2018,33015.875,66031.75,1,66031.75,66031.75
1007804525,Full Time,30817.735,2018,31118.55078,62237.10156,1,62237.10156,62237.10156
1007928612,Full Time,51624.4,2018,48474.42969,96948.85938,1,96948.85938,96948.85938
100802199,Full Time,25352.21,2018,25737.36328,51474.72656,1,51474.72656,51474.72656
1008079207,Full Time,29438.72,2018,29777.81836,59555.63672,1,59555.63672,59555.63672
1008083261,Full Time,31607.655,2018,31940.63086,63881.26172,1,63881.26172,63881.26172
1008087661,Full Time,42490.135,2018,41676.47266,83352.94531,1,83352.94531,83352.94531
1008173425,Full Time,28221.825,2018,28751.38281,57502.76563,1,57502.76563,57502.76563
1008214385,Full Time,23744.885,2018,24132.54492,48265.08984,1,48265.08984,48265.08984
1008240343,Full Time,45975.67,2018,45231.85938,90463.71875,1,90463.71875,90463.71875
1008246705,Full Time,13287.195,2018,13724.28613,27448.57227,1,27448.57227,27448.57227
1008351456,Full Time,15835.6,2018,16182.56738,32365.13477,1,32365.13477,32365.13477
1008414238,Full Time,7510.4,2018,13755.37207,27510.74414,1,27510.74414,27510.74414
1008682721,Full Time,24138.8,2018,24561.06055,49122.12109,1,49122.12109,49122.12109
1008749003,Full Time,46159.81,2018,45471.83984,90943.67969,1,90943.67969,90943.67969
1008852074,Full Time,22671.2,2018,23133.00977,46266.01953,1,46266.01953,46266.01953
1008884771,Full Time,4073.385,2018,13348.86426,26697.72852,1,26697.72852,26697.72852
100905244,Full Time,23923.8,2018,24226.98633,48453.97266,1,48453.97266,48453.97266
1009246091,Full Time,32578.79,2018,32909.1875,65818.375,1,65818.375,65818.375
1009268560,Full Time,31096.325,2018,31303.94141,62607.88281,1,62607.88281,62607.88281
1009299705,Full Time,22054.135,2018,22501.63086,45003.26172,1,45003.26172,45003.26172
1009391640,Full Time,21143.6,2018,21603.2832,43206.56641,1,43206.56641,43206.56641
100966329,Full Time,30012.875,2018,30555.60938,61111.21875,1,61111.21875,61111.21875
1009701810,Full Time,54576.46,2018,49248.33594,98496.67188,1,98496.67188,98496.67188
1009745990,Full Time,9936.4,2018,12355.47754,24710.95508,1,24710.95508,24710.95508
1009928005,Full Time,17350.365,2018,17622.57617,35245.15234,1,35245.15234,35245.15234
1009928541,Full Time,23472.095,2018,23875.17188,47750.34375,1,47750.34375,47750.34375
1010120172,Full Time,26644.24,2018,26957.58008,53915.16016,1,53915.16016,53915.16016
1010343571,Full Time,20142.965,2018,20545.4082,41090.81641,1,41090.81641,41090.81641
1010428076,Full Time,32004.92,2018,32430.92383,64861.84766,1,64861.84766,64861.84766
1010466802,Full Time,24387.575,2018,24820.79297,49641.58594,1,49641.58594,49641.58594
101052060,Full Time,17824.7,2018,18149.53516,36299.07031,1,36299.07031,36299.07031
1010547553,Full Time,29875.365,2018,30347.70508,60695.41016,1,60695.41016,60695.41016
1010876438,Full Time,21253.085,2018,21632.90234,43265.80469,1,43265.80469,43265.80469
101102717,Full Time,14838.25,2018,15218.5918,30437.18359,1,30437.18359,30437.18359
1011236744,Full Time,19679.6,2018,19930.5,39861,1,39861,39861
1011262736,Full Time,19858.39,2018,20217.57227,40435.14453,1,40435.14453,40435.14453
1011430504,Full Time,33145.82,2018,33470.07422,66940.14844,1,66940.14844,66940.14844
1011499716,Full Time,29883.65,2018,30388.77344,60777.54688,1,60777.54688,60777.54688
1011549259,Full Time,24403.44,2018,24815.20898,49630.41797,1,49630.41797,49630.41797
1011572754,Full Time,29197.13,2018,29490.58008,58981.16016,1,58981.16016,58981.16016
1011655796,Full Time,24648.66,2018,24930.89648,49861.79297,1,49861.79297,49861.79297
1011664845,Full Time,26803.7,2018,27174.92773,54349.85547,1,54349.85547,54349.85547
1011738736,Full Time,27880,2018,28269.80273,56539.60547,1,56539.60547,56539.60547
1011949077,Full Time,55009.99,2018,46872.44141,93744.88281,1,93744.88281,93744.88281
101197902,Full Time,39022.035,2018,38814.82813,77629.65625,1,77629.65625,77629.65625
1011982810,Full Time,20820.79,2018,21293.16602,42586.33203,1,42586.33203,42586.33203
1012065326,Full Time,23746,2018,24132.54492,48265.08984,1,48265.08984,48265.08984
101209004,Full Time,26308.185,2018,26681.2832,53362.56641,1,53362.56641,53362.56641
10121776,Full Time,32285.165,2018,32529.26367,65058.52734,1,65058.52734,65058.52734
1012276635,Full Time,29299.96,2018,29698.36328,59396.72656,1,59396.72656,59396.72656
1012402810,Full Time,26268.03,2018,26700.16797,53400.33594,1,53400.33594,53400.33594
1012429872,Full Time,21253.6,2018,21632.90234,43265.80469,1,43265.80469,43265.80469
1012551466,Full Time,28266.35,2018,28726.71289,57453.42578,1,57453.42578,57453.42578
1012617009,Full Time,7721.6,2018,11532.4043,23064.80859,1,23064.80859,23064.80859
1012630786,Full Time,14805.2,2018,15100.46094,30200.92188,1,30200.92188,30200.92188
1012659625,Full Time,14830.245,2018,15106.00684,30212.01367,1,30212.01367,30212.01367
1012682715,Full Time,26349.175,2018,26628.91992,53257.83984,1,53257.83984,53257.83984
101272475,Full Time,37369.42,2018,37438.25,74876.5,1,74876.5,74876.5
1012754491,Full Time,17530.655,2018,17865.10352,35730.20703,1,35730.20703,35730.20703
1012945676,Full Time,30263.3,2018,30743.18359,61486.36719,1,61486.36719,61486.36719
1012951137,Full Time,24420.185,2018,24790.1582,49580.31641,1,49580.31641,49580.31641
1013020041,Full Time,26153.365,2018,26667.69531,53335.39063,1,53335.39063,53335.39063
1013029806,Full Time,34084.205,2018,34327.25781,68654.51563,1,68654.51563,68654.51563
1013137468,Full Time,25037.43,2018,25470.24219,50940.48438,1,50940.48438,50940.48438
1013194050,Full Time,17219.96,2018,17441.35352,34882.70703,1,34882.70703,34882.70703
1013212291,Full Time,19589.315,2018,19779.80859,39559.61719,1,39559.61719,39559.61719
1013224370,Full Time,31548.1,2018,31950.23047,63900.46094,1,63900.46094,63900.46094
1013392396,Full Time,29406.515,2018,29778.03125,59556.0625,1,59556.0625,59556.0625
1013581208,Full Time,22619.555,2018,23063.22266,46126.44531,1,46126.44531,46126.44531
1013582571,Full Time,28084.34,2018,28383.0293,56766.05859,1,56766.05859,56766.05859
1013598063,Full Time,13560.38,2018,13872.20117,27744.40234,1,27744.40234,27744.40234
1013610837,Full Time,30278.425,2018,30745.71094,61491.42188,1,61491.42188,61491.42188
1013693706,Full Time,31477.26,2018,31931.99805,63863.99609,1,63863.99609,63863.99609
101375048,Full Time,32784.115,2018,33064.68359,66129.36719,1,66129.36719,66129.36719
1013871076,Full Time,30159.32,2018,30670.03906,61340.07813,1,61340.07813,61340.07813
101392004,Full Time,39533.42,2018,39554.51563,79109.03125,1,79109.03125,79109.03125
1014022306,Full Time,16349.98,2018,16652.21289,33304.42578,1,33304.42578,33304.42578
101425073,Full Time,25466.06,2018,25830.25977,51660.51953,1,51660.51953,51660.51953
1014580788,Full Time,46780.71,2018,45298.5625,90597.125,1,90597.125,90597.125
1014797844,Full Time,36663.875,2018,36360.02344,72720.04688,1,72720.04688,72720.04688
1015041044,Full Time,32036.245,2018,32468.13867,64936.27734,1,64936.27734,64936.27734
1015141520,Full Time,29333.9,2018,29729.51953,59459.03906,1,59459.03906,59459.03906
1015160949,Full Time,18581.73,2018,18910.08594,37820.17188,1,37820.17188,37820.17188
1015229053,Full Time,22254.1,2018,22614.52734,45229.05469,1,45229.05469,45229.05469
1015306115,Full Time,26376.82,2018,26767.53516,53535.07031,1,53535.07031,53535.07031
1015411550,Full Time,49961.65,2018,47581.91016,95163.82031,1,95163.82031,95163.82031
1015434487,Full Time,28282.955,2018,28786.11719,57572.23438,1,57572.23438,57572.23438
1015472303,Full Time,11939.165,2018,12843.15332,25686.30664,1,25686.30664,25686.30664
1015499998,Full Time,27420.785,2018,27982.30859,55964.61719,1,55964.61719,55964.61719
1015726268,Full Time,17893.475,2018,18218.71289,36437.42578,1,36437.42578,36437.42578
1015810735,Full Time,9622,2018,11979.07715,23958.1543,1,23958.1543,23958.1543
1015897747,Full Time,26610.42,2018,26977.79492,53955.58984,1,53955.58984,53955.58984
101726635,Full Time,26479.27,2018,26836.19531,53672.39063,1,53672.39063,53672.39063
101593136,Full Time,24409.49,2018,24819.77148,49639.54297,1,49639.54297,49639.54297
1016097199,Full Time,23513.695,2018,23987.08008,47974.16016,1,47974.16016,47974.16016
101611552,Full Time,36531.8,2018,36602.03125,73204.0625,1,73204.0625,73204.0625
2703168079,Full Time,55537.8,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1016356509,Full Time,26609.565,2018,26977.79492,53955.58984,1,53955.58984,53955.58984
1016434203,Full Time,39142.505,2018,39158.48047,78316.96094,1,78316.96094,78316.96094
1016537763,Full Time,30706.02,2018,30977.28906,61954.57813,1,61954.57813,61954.57813
1016684440,Full Time,19222.845,2018,19491.22461,38982.44922,1,38982.44922,38982.44922
1016757247,Full Time,16804.32,2018,16978.84375,33957.6875,1,33957.6875,33957.6875
1016761366,Full Time,5843.045,2018,12956.59277,25913.18555,1,25913.18555,25913.18555
1016913032,Full Time,26557.6,2018,26918.36133,53836.72266,1,53836.72266,53836.72266
1017088529,Full Time,40121.305,2018,39944.07031,79888.14063,1,79888.14063,79888.14063
1017170986,Full Time,24938,2018,25483.44727,50966.89453,1,50966.89453,50966.89453
1017176928,Full Time,25023.05,2018,25459.08984,50918.17969,1,50918.17969,50918.17969
1017313158,Full Time,43197.295,2018,42933.32813,85866.65625,1,85866.65625,85866.65625
1017322402,Full Time,54883.675,2018,48437.53906,96875.07813,1,96875.07813,96875.07813
1017381413,Full Time,46309.905,2018,46026.53906,92053.07813,1,92053.07813,92053.07813
1017512756,Full Time,16279.6,2018,16523.24609,33046.49219,1,33046.49219,33046.49219
1017628491,Full Time,44104.925,2018,42934.52734,85869.05469,1,85869.05469,85869.05469
1017681441,Full Time,14190.18,2018,14396.83203,28793.66406,1,28793.66406,28793.66406
101783908,Full Time,13801.67,2018,14240.30078,28480.60156,1,28480.60156,28480.60156
1017882,Full Time,15062.4,2018,15349.74902,30699.49805,1,30699.49805,30699.49805
1017913659,Full Time,41514.475,2018,41023.18359,82046.36719,1,82046.36719,82046.36719
1017917745,Full Time,35493.225,2018,35758.53516,71517.07031,1,71517.07031,71517.07031
1018284254,Full Time,41397.4,2018,41212.20313,82424.40625,1,82424.40625,82424.40625
1018441213,Full Time,25468.81,2018,25830.25977,51660.51953,1,51660.51953,51660.51953
2798410081,Full Time,55546.315,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1018641529,Full Time,15389.95,2018,15719.12402,31438.24805,1,31438.24805,31438.24805
1018750550,Full Time,31718.21,2018,32180.9668,64361.93359,1,64361.93359,64361.93359
1018848940,Full Time,16551.995,2018,16785.83008,33571.66016,1,33571.66016,33571.66016
1018901887,Full Time,24530.98,2018,25004.39453,50008.78906,1,50008.78906,50008.78906
1018907625,Full Time,11491.7,2018,12634.42871,25268.85742,1,25268.85742,25268.85742
1018972802,Full Time,29440.51,2018,29777.81836,59555.63672,1,59555.63672,59555.63672
1019140990,Full Time,29100.84,2018,29472.04102,58944.08203,1,58944.08203,58944.08203
4003856020,Full Time,55555.955,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1019445347,Full Time,33848.495,2018,34111.67188,68223.34375,1,68223.34375,68223.34375
101976038,Full Time,3176.56,2018,12321.43359,24642.86719,1,24642.86719,24642.86719
1019810116,Full Time,33796.25,2018,34138.05859,68276.11719,1,68276.11719,68276.11719
1019884372,Full Time,16546.08,2018,16789.05469,33578.10938,1,33578.10938,33578.10938
102018852,Full Time,20384.59,2018,20695.50781,41391.01563,1,41391.01563,41391.01563
1020242253,Full Time,36618.245,2018,36457.31641,72914.63281,1,72914.63281,72914.63281
1020262615,Full Time,17838.695,2018,18138.3125,36276.625,1,36276.625,36276.625
10203063,Full Time,32077.635,2018,32499.15234,64998.30469,1,64998.30469,64998.30469
1020383268,Full Time,29948.515,2018,30502.5,61005,1,61005,61005
1020399726,Full Time,13970.92,2018,14353.09473,28706.18945,1,28706.18945,28706.18945
102202939,Full Time,37366.98,2018,37438.25,74876.5,1,74876.5,74876.5
1020428747,Full Time,34768.73,2018,34994.93359,69989.86719,1,69989.86719,69989.86719
1020563963,Full Time,25438.3,2018,25830.25977,51660.51953,1,51660.51953,51660.51953
1020913068,Full Time,21464.4,2018,21797.29688,43594.59375,1,43594.59375,43594.59375
1020988361,Full Time,41511.225,2018,41137.20703,82274.41406,1,82274.41406,82274.41406
1021087615,Full Time,15480.28,2018,15845.15918,31690.31836,1,31690.31836,31690.31836
1021335721,Full Time,35372.58,2018,35307.64063,70615.28125,1,70615.28125,70615.28125
1021555455,Full Time,33005.895,2018,33055.64063,66111.28125,1,66111.28125,66111.28125
1021616205,Full Time,39475.055,2018,39506.39844,79012.79688,1,79012.79688,79012.79688
1021765807,Full Time,35568.305,2018,35784.72266,71569.44531,1,71569.44531,71569.44531
1021886927,Full Time,19696.435,2018,19929.30469,39858.60938,1,39858.60938,39858.60938
2218356034,Full Time,55577.2,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1022038172,Full Time,20063.195,2018,20470.42969,40940.85938,1,40940.85938,40940.85938
1022059292,Full Time,13928.92,2018,14344.25293,28688.50586,1,28688.50586,28688.50586
1022099531,Full Time,18102.475,2018,18442.43164,36884.86328,1,36884.86328,36884.86328
1022202668,Full Time,23653.695,2018,23996.62695,47993.25391,1,47993.25391,47993.25391
1022432110,Full Time,26122.305,2018,26673.42773,53346.85547,1,53346.85547,53346.85547
102244620,Full Time,16412.4,2018,16731.82422,33463.64844,1,33463.64844,33463.64844
1022472839,Full Time,15928.025,2018,16212.51465,32425.0293,1,32425.0293,32425.0293
1022584545,Full Time,11984,2018,12843.15332,25686.30664,1,25686.30664,25686.30664
1022606631,Full Time,34855.42,2018,35069.28516,70138.57031,1,70138.57031,70138.57031
1022610427,Full Time,31488.89,2018,31943.33789,63886.67578,1,63886.67578,63886.67578
1022714215,Full Time,29426.1,2018,29735.68359,59471.36719,1,59471.36719,59471.36719
1022914596,Full Time,9701.67,2018,11691.97949,23383.95898,1,23383.95898,23383.95898
1022928425,Full Time,50871.73,2018,48160.67578,96321.35156,1,96321.35156,96321.35156
1022987223,Full Time,35047.725,2018,35293.32422,70586.64844,1,70586.64844,70586.64844
1023032120,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1023068501,Full Time,28074.23,2018,28384.94727,56769.89453,1,56769.89453,56769.89453
1023094526,Full Time,26360.035,2018,26763.64258,53527.28516,1,53527.28516,53527.28516
1023117707,Full Time,24222.08,2018,24648.63086,49297.26172,1,49297.26172,49297.26172
1023121995,Full Time,31870.095,2018,32278.83984,64557.67969,1,64557.67969,64557.67969
1023123440,Full Time,36031.63,2018,36091.13281,72182.26563,1,72182.26563,72182.26563
1023130708,Full Time,22734.835,2018,23238.97656,46477.95313,1,46477.95313,46477.95313
1023172629,Full Time,16156.295,2018,16280.9707,32561.94141,1,32561.94141,32561.94141
1023298062,Full Time,38606,2018,38303.87109,76607.74219,1,76607.74219,76607.74219
1023445950,Full Time,25780.06,2018,26082.41406,52164.82813,1,52164.82813,52164.82813
10235209,Full Time,33156,2018,33479.32422,66958.64844,1,66958.64844,66958.64844
2501658122,Full Time,55616.25,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1023550980,Full Time,20015.6,2018,20467.65039,40935.30078,1,40935.30078,40935.30078
1023614591,Full Time,30625.64,2018,30980.48633,61960.97266,1,61960.97266,61960.97266
1023693242,Full Time,52913.42,2018,48503.90234,97007.80469,1,97007.80469,97007.80469
1023701481,Full Time,21653.01,2018,21954.17969,43908.35938,1,43908.35938,43908.35938
1023710861,Full Time,13953.39,2018,14349.54785,28699.0957,1,28699.0957,28699.0957
1023808238,Full Time,41847.43,2018,41825.93359,83651.86719,1,83651.86719,83651.86719
1023808414,Full Time,48220.05,2018,46712.4375,93424.875,1,93424.875,93424.875
1023876322,Full Time,30722.525,2018,30882.61328,61765.22656,1,61765.22656,61765.22656
1023914573,Full Time,9597.465,2018,11990.82422,23981.64844,1,23981.64844,23981.64844
1023935391,Full Time,7699.2,2018,11769.93652,23539.87305,1,23539.87305,23539.87305
1023960640,Full Time,26617.28,2018,26977.76367,53955.52734,1,53955.52734,53955.52734
1024167133,Full Time,8493.33,2018,11739.87305,23479.74609,1,23479.74609,23479.74609
1024172567,Full Time,41539.51,2018,41368.1875,82736.375,1,82736.375,82736.375
1024270047,Full Time,45896.61,2018,44858.88672,89717.77344,1,89717.77344,89717.77344
1024296429,Full Time,42821.57,2018,41638.69922,83277.39844,1,83277.39844,83277.39844
10243383,Full Time,28946.36,2018,29383.31641,58766.63281,1,58766.63281,58766.63281
1024364607,Full Time,25171.78,2018,25524.24414,51048.48828,1,51048.48828,51048.48828
1024386406,Full Time,18282.505,2018,18490.65234,36981.30469,1,36981.30469,36981.30469
102439684,Full Time,21696.725,2018,21991.51172,43983.02344,1,43983.02344,43983.02344
102467826,Full Time,38855.09,2018,38527.89453,77055.78906,1,77055.78906,77055.78906
1024685981,Full Time,25288.01,2018,25691.36523,51382.73047,1,51382.73047,51382.73047
1024851321,Full Time,43632.575,2018,43243.86328,86487.72656,1,86487.72656,86487.72656
1024988411,Full Time,13717.895,2018,14029.6084,28059.2168,1,28059.2168,28059.2168
1025068107,Full Time,25782.45,2018,26176.5625,52353.125,1,52353.125,52353.125
1025122053,Full Time,29423.6,2018,29782.76953,59565.53906,1,59565.53906,59565.53906
1025142038,Full Time,15856.04,2018,16205.39355,32410.78711,1,32410.78711,32410.78711
1025213715,Full Time,21072.615,2018,21461.69336,42923.38672,1,42923.38672,42923.38672
1025286828,Full Time,33166.225,2018,33582.57031,67165.14063,1,67165.14063,67165.14063
1025291404,Full Time,35343.115,2018,35494.37891,70988.75781,1,70988.75781,70988.75781
1025309747,Full Time,22972.01,2018,23395.19336,46790.38672,1,46790.38672,46790.38672
434615990,Full Time,55620.565,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
102553909,Full Time,30017.04,2018,30565.02734,61130.05469,1,61130.05469,61130.05469
1025708599,Full Time,13365.115,2018,13788.43164,27576.86328,1,27576.86328,27576.86328
1025732787,Full Time,37891.305,2018,38080.06641,76160.13281,1,76160.13281,76160.13281
1025814712,Full Time,26762.105,2018,27189.30664,54378.61328,1,54378.61328,54378.61328
1025883139,Full Time,49691.175,2018,47845.36719,95690.73438,1,95690.73438,95690.73438
1026026277,Full Time,24972.72,2018,25463.75391,50927.50781,1,50927.50781,50927.50781
1026030646,Full Time,31859.8,2018,32264.37891,64528.75781,1,64528.75781,64528.75781
1026096831,Full Time,27866.56,2018,28278.28125,56556.5625,1,56556.5625,56556.5625
102611144,Full Time,18271.205,2018,18498.58594,36997.17188,1,36997.17188,36997.17188
1026122877,Full Time,23716.2,2018,24152.87695,48305.75391,1,48305.75391,48305.75391
1026136396,Full Time,42292.4,2018,41847.22656,83694.45313,1,83694.45313,83694.45313
1026190628,Full Time,25993.115,2018,26392.62305,52785.24609,1,52785.24609,52785.24609
1026261224,Full Time,44175.845,2018,43426.30078,86852.60156,1,86852.60156,86852.60156
