Year,Employment Type,Q3 Payments,Q4 Payments,Record Number,Pay
2017,Part Time,0,0,2673907330,0
2017,Part Time,1727.12,468.9,2681828707,1098.01
2017,Part Time,0,0,2685544096,0
2017,Part Time,4998.33,3829.94,2687002899,4414.135
2017,Part Time,2534.01,1422.9,2706386320,1978.455
2017,Part Time,0,0,3015161869,0
2017,Part Time,6237.03,3795.18,1909601956,5016.105
2017,Part Time,0,0,2733091164,0
2017,Part Time,0,0,2743844381,0
2017,Part Time,0,0,2746251639,0
2017,Part Time,3087.88,0,2771364397,3087.88
2017,Part Time,2825.63,0,2793960499,2825.63
2017,Part Time,50,0,2809772403,50
2017,Part Time,0,0,2819625740,0
2017,Part Time,964.41,0,1995025155,964.41
2017,Part Time,0,0,283137042,0
2017,Part Time,0,0,2835515955,0
2017,Part Time,0,0,1997866012,0
2017,Part Time,2830,1730,2844207355,2280
2017,Part Time,1350,3785.4,2846946479,2567.7
2017,Part Time,1406.7,468.9,2848234292,937.8
2017,Part Time,2810.4,84.15,2858592980,1447.275
2017,Part Time,0,0,2859576943,0
2017,Part Time,0,0,3212983733,0
2017,Part Time,1588.51,48,287198286,818.255
2017,Part Time,0,0,2873422110,0
2017,Part Time,1620.19,96,2890279438,858.095
2017,Part Time,4657.81,4543.5,289850549,4600.655
2017,Part Time,3616.03,0,2020767808,3616.03
2017,Part Time,4331.28,2557.6,2034481418,3444.44
2017,Part Time,0,0,2937733381,0
2017,Part Time,9261.62,2521.21,2036826284,5891.415
2017,Part Time,0,0,2940852727,0
2017,Part Time,828.2,4798.6,2945555509,2813.4
2017,Part Time,4273.01,2905.2,2963258072,3589.105
2017,Part Time,1281.6,2970,2969612773,2125.8
2017,Part Time,5020.14,1441.26,2994422188,3230.7
2017,Part Time,2850.1,0,2995904297,2850.1
2017,Part Time,4657.13,4459.95,2036881814,4558.54
2017,Part Time,0,0,2050039922,0
2017,Part Time,0,134.64,3018874807,134.64
2017,Part Time,2280.84,1966.08,2052470699,2123.46
2017,Part Time,0,0,3413730422,0
2017,Part Time,544.5,0,2057062735,544.5
2017,Part Time,0,1869.6,3048909719,1869.6
2017,Part Time,999,639.14,2091988233,819.07
2017,Part Time,314.34,0,309202036,314.34
2017,Part Time,4699.2,4039.2,2098730226,4369.2
2017,Part Time,2450.58,2246.81,2101535881,2348.695
2017,Part Time,4037.57,4427.98,3140495635,4232.775
2017,Part Time,4301.48,3751.2,3151364467,4026.34
2017,Part Time,2226,588,3163479968,1407
2017,Part Time,1786.8,3573.6,3167176908,2680.2
2017,Part Time,6640.07,0,3173134101,6640.07
2017,Part Time,6422.48,3775.8,2123395762,5099.14
2017,Part Time,1241.1,0,2127264084,1241.1
2017,Part Time,2353,625.2,3196270557,1489.1
2017,Part Time,4595.04,1423.72,319791846,3009.38
2017,Part Time,0,123.76,3208545040,123.76
2017,Part Time,0,0,2129889075,0
2017,Part Time,966.21,91.8,3213650791,529.005
2017,Part Time,0,2643,2130839707,2643
2017,Part Time,0,0,2132319552,0
2017,Part Time,4001.28,0,3241029932,4001.28
2017,Part Time,0,0,3637331376,0
2017,Part Time,8881.05,0,3246309100,8881.05
2017,Part Time,687.72,375.12,3250194827,531.42
2017,Part Time,0,0,3647930034,0
2017,Part Time,0,0,3256280334,0
2017,Part Time,0,549.57,3274329025,549.57
2017,Part Time,0,0,3292510498,0
2017,Part Time,6650.12,3512.35,3293589652,5081.235
2017,Part Time,3485.79,4356.39,3295639482,3921.09
2017,Part Time,7384.63,5509.17,3311762396,6446.9
2017,Part Time,6699.84,4347.2,3319610837,5523.52
2017,Part Time,0,0,218478503,0
2017,Part Time,3118.34,3108.01,333717487,3113.175
2017,Part Time,0,0,3776824854,0
2017,Part Time,2850.18,1507.05,3360805176,2178.615
2017,Part Time,0,0,3362725810,0
2017,Part Time,3378.05,0,3365276771,3378.05
2017,Part Time,4264,2811.25,3367105376,3537.625
2017,Part Time,4866.4,4183.2,3367930827,4524.8
2017,Part Time,1073.92,585,338033933,829.46
2017,Part Time,3460,0,3390537750,3460
2017,Part Time,0,0,3408447047,0
2017,Part Time,0,0,384617076,0
2017,Part Time,0,0,3427438023,0
2017,Part Time,0,0,2188992798,0
2017,Part Time,4965.03,0,2189043159,4965.03
2017,Part Time,0,0,3441835230,0
2017,Part Time,0,0,3459624062,0
2017,Part Time,4291.5,367.02,3471950201,2329.26
2017,Part Time,0,0,3921536148,0
2017,Part Time,4361.6,4320,2191141608,4340.8
2017,Part Time,7134.43,4940.4,3488294471,6037.415
2017,Part Time,3840.87,4113.38,219965326,3977.125
2017,Part Time,10669.86,2775.49,2203864657,6722.675
2017,Part Time,0,605.88,2203936837,605.88
2017,Part Time,0,0,4005892890,0
2017,Part Time,2007.67,372,3560323900,1189.835
2017,Part Time,5571.49,390.13,3562548578,2980.81
2017,Part Time,1078.4,142.8,2214952814,610.6
2017,Part Time,8613,0,2218394139,8613
2017,Part Time,4438.8,3836.4,3604074789,4137.6
2017,Part Time,5244.7,3214.54,2234691657,4229.62
2017,Part Time,1533.67,0,3612748993,1533.67
2017,Part Time,9636.54,6717.98,2260463084,8177.26
2017,Part Time,0,0,4082635616,0
2017,Part Time,4288.8,3624.96,2262184890,3956.88
2017,Part Time,0,0,3622170099,0
2017,Part Time,1875.6,2813.4,3627564024,2344.5
2017,Part Time,5920.53,2207.4,3637219811,4063.965
2017,Part Time,7150.4,6146.4,3654734640,6648.4
2017,Part Time,3619.76,2677.25,2291929315,3148.505
2017,Part Time,6289.94,0,3667209929,6289.94
2017,Part Time,0,0,367323781,0
2017,Part Time,3234.33,0,3675515796,3234.33
2017,Part Time,0,0,4150694941,0
2017,Part Time,0,0,3681704966,0
2017,Part Time,4580.71,3785.11,369586849,4182.91
2017,Part Time,1260,1931.63,2298233788,1595.815
2017,Part Time,4756.06,100.98,3707655374,2428.52
2017,Part Time,0,0,372243678,0
2017,Part Time,2674.5,0,3737245848,2674.5
2017,Part Time,3352.14,0,3742105,3352.14
2017,Part Time,0,72,3747421645,72
2017,Part Time,0,0,4233930516,0
2017,Part Time,2368.02,1512,3759382070,1940.01
2017,Part Time,5060.62,2293.2,234745592,3676.91
2017,Part Time,0,0,2349631801,0
2017,Part Time,3456.1,4360.79,3773638169,3908.445
2017,Part Time,6501.89,2038.95,2352349717,4270.42
2017,Part Time,2493.48,642,3804546991,1567.74
2017,Part Time,26.07,0,3829140788,26.07
2017,Part Time,402,60,3832749781,231
2017,Part Time,740.32,658.92,2360184323,699.62
2017,Part Time,0,0,474774402,0
2017,Part Time,4227.36,3686.4,2360259585,3956.88
2017,Part Time,6339.24,0,3847107585,6339.24
2017,Part Time,0,0,488031785,0
2017,Part Time,0,0,3857555431,0
2017,Part Time,0,0,3861572832,0
2017,Part Time,349.34,0,2380106743,349.34
2017,Part Time,5763.72,3125.48,3878909880,4444.6
2017,Part Time,2366.9,0,3880463185,2366.9
2017,Part Time,4576.8,3936,3891837196,4256.4
2017,Part Time,4719.77,3825.18,2381857833,4272.475
2017,Part Time,1621.47,970.45,3905679239,1295.96
2017,Part Time,2092,0,3907206558,2092
2017,Part Time,4768.74,2008.8,3919546460,3388.77
2017,Part Time,4288.8,3686.4,3930781981,3987.6
2017,Part Time,4244.12,3678.54,3932698003,3961.33
2017,Part Time,0,0,3959758961,0
2017,Part Time,1843.2,2457.6,2383165141,2150.4
2017,Part Time,2361.6,4428,2395304139,3394.8
2017,Part Time,3929.6,0,4007336436,3929.6
2017,Part Time,0,0,4013609848,0
2017,Part Time,0,0,4014968199,0
2017,Part Time,3649.14,0,4017317088,3649.14
2017,Part Time,4629.12,5582.01,2395595562,5105.565
2017,Part Time,1375.36,0,2408583936,1375.36
2017,Part Time,4364,3786,4039948037,4075
2017,Part Time,1732.48,1435,4051299267,1583.74
2017,Part Time,252.45,0,4052657177,252.45
2017,Part Time,3694.19,67.32,2409725841,1880.755
2017,Part Time,2262,0,4057726586,2262
2017,Part Time,0,0,4066733057,0
2017,Part Time,4552.74,4293,2447448778,4422.87
2017,Part Time,0,370.26,2450455268,370.26
2017,Part Time,0,0,4098382708,0
2017,Part Time,3411.54,0,4105993378,3411.54
2017,Part Time,3550.98,3423.75,2450646478,3487.365
2017,Part Time,0,0,4118986128,0
2017,Part Time,0,0,412229739,0
2017,Part Time,0,0,4132214759,0
2017,Part Time,14542.96,3432.86,2557833850,8987.91
2017,Part Time,4156,3499.15,414872906,3827.575
2017,Part Time,0,0,845085128,0
2017,Part Time,4746.65,1414.55,4160074521,3080.6
2017,Part Time,4006.06,4002.72,4164213091,4004.39
2017,Part Time,2109.76,50,416775825,1079.88
2017,Part Time,2394.9,4060.8,2579178286,3227.85
2017,Part Time,4244.73,3253.02,1229171093,3748.875
2017,Part Time,4718.27,4475.34,2579232651,4596.805
2017,Part Time,0,539.1,257924989,539.1
2017,Part Time,1223.32,138,4187539670,680.66
2017,Part Time,1353.1,0,4196156080,1353.1
2017,Part Time,3762.76,0,2580889175,3762.76
2017,Part Time,2967.34,3414.18,4202125352,3190.76
2017,Part Time,0,0,4210728249,0
2017,Part Time,4538.49,3441.74,2581881455,3990.115
2017,Part Time,1698.17,132.98,2584400224,915.575
2017,Part Time,4442.8,3907.11,4224277362,4174.955
2017,Part Time,0,0,935113083,0
2017,Part Time,3503.78,0,4226628326,3503.78
2017,Part Time,4326.35,3686.4,2588364414,4006.375
2017,Part Time,5667.97,4800.38,1244433385,5234.175
2017,Part Time,6614.67,28.5,1253084422,3321.585
2017,Part Time,0,0,1260194217,0
2017,Part Time,0,0,1269658462,0
2017,Part Time,1150.41,1055.49,990431678,1102.95
2017,Part Time,0,0,1274924141,0
2017,Part Time,3956.01,2756.71,428501163,3356.36
2017,Part Time,1845.47,0,2603460505,1845.47
2017,Part Time,858.33,1624.1,433385807,1241.215
2017,Part Time,9076.5,5294.25,2604683762,7185.375
2017,Part Time,4864.37,0,461600921,4864.37
2017,Part Time,343.87,1437.97,484593320,890.92
2017,Part Time,0,0,1079471149,0
2017,Part Time,4673.96,4039.2,491579380,4356.58
2017,Part Time,5690.26,3353.8,497324122,4522.03
2017,Part Time,5847.88,1531.14,501006757,3689.51
2017,Part Time,5625.82,1437.9,50427115,3531.86
2017,Part Time,0,0,1102798460,0
2017,Part Time,72.99,0,2609681969,72.99
2017,Part Time,1406.7,2813.4,537289862,2110.05
2017,Part Time,1224,2754,55679385,1989
2017,Part Time,2043.27,4056.03,2629408466,3049.65
2017,Part Time,4364,3673.05,564463946,4018.525
2017,Part Time,2811.25,2226.25,2631056056,2518.75
2017,Part Time,2924.31,2618.88,2636889798,2771.595
2017,Part Time,5817.7,4940.4,576790179,5379.05
2017,Part Time,7326.4,0,2640665487,7326.4
2017,Part Time,109.41,0,2640726893,109.41
2017,Part Time,0,0,615236756,0
2017,Part Time,5008.44,2929.95,629610557,3969.195
2017,Part Time,4691.69,0,2640743634,4691.69
2017,Part Time,11881.44,10210.32,264307475,11045.88
2017,Part Time,3291.9,520.2,2643203406,1906.05
2017,Part Time,0,0,653032867,0
2017,Part Time,4584.8,4173.65,2645307095,4379.225
2017,Part Time,2650.22,132,2645327712,1391.11
2017,Part Time,7595.67,1609.86,677066543,4602.765
2017,Part Time,4262.1,2555.1,690771330,3408.6
2017,Part Time,2052.9,0,692693171,2052.9
2017,Part Time,7624.82,2903.95,2649790695,5264.385
2017,Part Time,3273,2913.4,702028822,3093.2
2017,Part Time,4288.8,3686.4,2649859788,3987.6
2017,Part Time,0,0,725885828,0
2017,Part Time,2443.3,4296.57,1348551384,3369.935
2017,Part Time,0,72,76505130,72
2017,Part Time,0,0,1380239439,0
2017,Part Time,1834.69,1438.97,805220299,1636.83
2017,Part Time,2921.83,3206.12,821314720,3063.975
2017,Part Time,4236.55,311.36,826028976,2273.955
2017,Part Time,5046.54,3820.41,2685861286,4433.475
2017,Part Time,3909.6,2249.1,837100212,3079.35
2017,Part Time,0,0,845706974,0
2017,Part Time,4136.58,1866.24,2689674784,3001.41
2017,Part Time,4742.91,2423.52,2711259644,3583.215
2017,Part Time,4835.25,2493.9,886716238,3664.575
2017,Part Time,2130.58,0,903297874,2130.58
2017,Part Time,1830,2946.3,2712326617,2388.15
2017,Part Time,0,144,919372216,144
2017,Part Time,0,0,931120213,0
2017,Part Time,0,0,1568524191,0
2017,Part Time,903,0,2758545580,903
2017,Part Time,3797.64,1935.45,970875206,2866.545
2017,Part Time,5667.41,4790.4,98907146,5228.905
2017,Part Time,0,0,1728186413,0
2017,Part Time,0,0,1738155820,0
2017,Part Time,5048.95,4446,1734748472,4747.475
2017,Part Time,226.2,0,1735973112,226.2
2017,Part Time,0,0,1764519293,0
2017,Part Time,0,0,1772592107,0
2017,Part Time,0,0,1817828101,0
2017,Part Time,0,5223.33,1824574111,5223.33
2017,Part Time,5807.51,134.64,1844233962,2971.075
2017,Part Time,0,0,1867636020,0
2017,Part Time,0,0,1875753122,0
2017,Part Time,0,0,1887537198,0
2017,Part Time,5185.53,328.8,2110709480,2757.165
2017,Part Time,4564.56,4039.2,2129774636,4301.88
2017,Part Time,931.6,0,2148128737,931.6
2017,Part Time,0,0,2149791422,0
2017,Part Time,1837.57,1520.8,22372604,1679.185
2017,Part Time,0,0,2263567517,0
2017,Part Time,0,0,2271820747,0
2017,Part Time,5445.12,2056.68,227676529,3750.9
2017,Part Time,0,316.8,2333448173,316.8
2017,Part Time,4601.53,3482.91,2386970831,4042.22
2017,Part Time,0,0,2418167739,0
2017,Part Time,0,0,2424468147,0
2017,Part Time,68.11,0,2446930514,68.11
2017,Part Time,7703.68,10230.06,2455847283,8966.87
2017,Part Time,11415.52,2165.28,1023520540,6790.4
2017,Part Time,0,0,2495691910,0
2017,Part Time,0,0,2575962498,0
2017,Part Time,0,0,2634306256,0
2017,Part Time,0,0,2835518447,0
2017,Part Time,0,0,2908649645,0
2017,Part Time,0,0,2919229101,0
2017,Part Time,0,0,2994162471,0
2017,Part Time,0,0,3039097325,0
2017,Part Time,0,0,3084423483,0
2017,Part Time,0,0,322242741,0
2017,Part Time,0,0,3518005940,0
2017,Part Time,0,0,3802991614,0
2017,Part Time,0,0,4104340320,0
2017,Part Time,1015.95,296.97,1035082463,656.46
2017,Part Time,997.95,836.08,1053987328,917.015
2017,Part Time,2223,3420,1516534254,2821.5
2017,Part Time,2970.2,0,1622058014,2970.2
2017,Part Time,0,0,41396165,0
2017,Part Time,390.19,162,1624973289,276.095
2017,Part Time,0,0,4151555642,0
2017,Part Time,0,0,1643487789,0
2017,Part Time,5677.87,2156.4,1780287303,3917.135
2017,Part Time,0,0,4292734505,0
2017,Part Time,0,0,1784493132,0
2017,Part Time,4156,3573.6,1816515900,3864.8
2017,Part Time,3819.32,3493.42,183502448,3656.37
2017,Part Time,4364,3751.2,1894547018,4057.6
2017,Part Time,0,0,68524590,0
2017,Part Time,2127.45,0,1918227208,2127.45
2017,Part Time,0,0,758814590,0
2017,Part Time,0,0,194015413,0
2017,Part Time,0,0,824248209,0
2017,Part Time,252.16,0,1940162281,252.16
2017,Part Time,0,0,1945838810,0
2017,Part Time,0,0,91138937,0
